Column 1 1 2 1,CATEGORY,Column 1 2 2 2 1,Column 1 2 2 3 1,Column 1 2 2 4 1
"""TimeLab""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Rangr""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""comiru""","[""customer-service""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Franchise On Cloud""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Beam""","[""content-and-compliance""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Zoho Desk""","[""customer-service""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Envise Pinpoint""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""GForge""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""e-ful""","[""health-care"",""health-wellness"",""learning-development"",""social-activities""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Bricleir""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Engaging Networks - Dallas""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Kintaba""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""OnePgr Deal Room""","[""analytics"",""productivity"",""sales-automation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""WorkHint""","[""health-care"",""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Nectar 10 - US""","[""analytics""]",,,
"""Udentity""","[""education"",""marketing""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Rollcallz""","[""education"",""learning-development""]",,,
"""Workato - EU""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Remota""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""rsvpBOOK Session Webinars""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Watton""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Voxpopme""","[""analytics""]",,,
"""Peer""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""VideoKen AI""","[""recording-transcriptions""]","""Content""",,
"""Nearness""","[""marketing""]","""Registration & Scheduling""","""Participants""","""Content"""
"""10er Karte""","[""eCommerce""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Acado""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""MeetOnline""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""plumedot""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Fettle""","[""social-activities""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Wishpond""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Tread""","[""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Bookd""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Productiv""","[""analytics""]",,,
"""10to8 Scheduling""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Yva.ai Connector for Zoom""","[""human-resources""]",,,
"""Modjo""","[""sales-automation""]",,,
"""GReminders Scheduling and SMS Reminders""","[""health-care"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""GoodTime Interview Scheduling""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Vectrix""","[""content-and-compliance""]",,,
"""WellnessLiving""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Team Games""","[""games"",""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Echo360""","[""education"",""recording-transcriptions""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Global Relay Archive for Meetings""","[""content-and-compliance""]",,,
"""Path LMS""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Book Like A Boss""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Modern Hire - AU""","[""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Bardeen""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Spinach.io - Crush your daily standup""","[""team-collaborations""]",,,
"""Chronus""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Theta Lake for Zoom Chat""","[""content-and-compliance"",""financialServices""]",,,
"""Appointy Meetings For Zoom""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Retain.ai""","[""productivity""]",,,
"""Shared Backgrounds""","[""productivity""]","""Participants""","""Content""",
"""Marsview Live Notes for Zoom""","[""education"",""transcription-translation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""iCIMS for Zoom""","[""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""User Interviews""","[""marketing""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Modern Hire - EU""","[""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Interval""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Keka""","[""customer-service""]","""Registration & Scheduling""","""Participants""","""Content"""
"""TeachForce""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Nutrium""","[""health-care"",""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""MightyForms""","[""health-care"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""OnBoard""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""AI Gijiroku Torerukun""","[""transcription-translation""]",,,
"""12Twenty""","[""education"",""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""LabHok""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Rootly""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""OnlineAfspraken.nl""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""ZiftONE""","[""marketing""]","""Registration & Scheduling""","""Participants""","""Content"""
"""vmedulife""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""GitHub Enterprise""","[""productivity""]",,,
"""Fons""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""JANDI""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""GivePulse""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""RC Together""","[""team-collaborations""]",,,
"""Utisha""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""ELMO Connect""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Miter""","[""productivity""]",,,
"""Calendars By Geniam""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Cerner""","[""health-care"",""health-wellness""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Teachfloor""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Blossom""","[""recording-transcriptions""]",,,
"""Blendr""","[""productivity""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Metix""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Sidekick AI""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""enable.us""","[""sales-automation""]",,,
"""PlayyDate""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Webbtree""","[""human-resources""]","""Registration & Scheduling""","""Participants""","""Content"""
"""DaySchedule""","[""education"",""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""TOPScorer for Zoom""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Tapdesk""","[""sales-automation""]","""Registration & Scheduling""","""Participants""","""Content"""
"""WHISE""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""ISP Attendance Tracker""","[""education"",""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Dubber NA""","[""recording-transcriptions""]",,,
"""WillSuite""","[""crm""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Hub""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Commsor""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Virtual Sapiens Sidekick""","[""learning-development""]",,,
"""MeetBit""","[""scheduling-calendar""]","""Registration & Scheduling""","""Participants""","""Content"""
"""Coffee Chats""","[""social-activities""]","""Registration & Scheduling""","""Participants""","""Content"""
"""ClassroomAPP""","[""learning-development""]","""Registration & Scheduling""","""Participants""","""Content"""
"""ZMSEND""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
"""InformaCast Fusion by Singlewire""","[""content-and-compliance"",""education""]",,,
"""Retrieve""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""My Digital Office""","[""team-collaborations""]","""Registration & Scheduling""","""Participants""","""Content"""
"""National Association of Estate Planners & Councils""","[""eventmanagement""]","""Registration & Scheduling""","""Participants""","""Content"""
